AdopterID,activity_level,home_type,home_size,pet_experience,available_time,kids_present,other_pets,pet_budget,insurance_willing,vet_commitment,air_conditioning_available,training_commitment,patience_level,grooming_tolerance,noise_tolerance,long_term_commitment
A946,high,house,small,beginner,low,no,no,low,yes,medium,no,high,medium,high,medium,yes
A947,low,apartment,medium,beginner,low,yes,no,high,no,medium,no,medium,medium,medium,low,no
A948,medium,house,medium,beginner,medium,yes,no,medium,yes,low,no,high,high,medium,high,no
A949,medium,house,small,experienced,medium,yes,no,medium,no,medium,yes,low,high,low,medium,yes
A950,high,house,large,beginner,high,yes,yes,high,yes,high,yes,medium,high,low,medium,yes
A951,high,house,medium,experienced,low,yes,yes,medium,no,high,yes,low,high,low,high,yes
A952,high,house,small,experienced,low,no,no,low,no,low,no,low,high,high,high,no
A953,low,house,medium,experienced,medium,yes,yes,medium,no,medium,yes,high,low,low,low,no
A954,medium,apartment,small,experienced,medium,yes,no,medium,yes,low,yes,low,high,high,low,no
A955,medium,house,large,beginner,medium,no,yes,low,no,low,no,high,high,medium,low,no
A956,high,house,large,experienced,medium,no,yes,high,no,medium,yes,low,medium,low,high,yes
A957,medium,apartment,small,intermediate,high,no,no,medium,yes,low,yes,medium,high,high,high,no
A958,medium,house,small,experienced,medium,no,no,low,no,low,no,low,low,low,low,yes
A959,medium,apartment,small,intermediate,low,no,no,low,yes,low,no,medium,low,medium,low,no
A960,medium,apartment,large,experienced,high,yes,yes,high,no,medium,yes,high,medium,high,high,no
A961,low,apartment,large,beginner,low,no,no,medium,no,low,yes,low,low,medium,high,no
A962,medium,apartment,medium,experienced,low,no,no,low,no,medium,yes,high,low,medium,medium,yes
A963,medium,apartment,small,intermediate,high,no,no,medium,yes,low,yes,medium,high,low,high,yes
A964,medium,house,large,intermediate,low,yes,no,low,yes,low,yes,low,high,high,low,no
A965,low,house,small,experienced,medium,no,yes,high,no,medium,no,medium,medium,medium,medium,no
A966,high,house,large,experienced,medium,no,no,low,yes,high,yes,low,medium,medium,medium,no
A967,medium,house,large,beginner,low,yes,yes,high,yes,high,yes,high,high,low,low,yes
A968,high,apartment,large,experienced,low,no,no,medium,yes,medium,no,high,high,low,high,no
A969,low,apartment,small,experienced,high,yes,no,high,no,medium,yes,high,high,low,medium,no
A970,medium,house,large,experienced,high,yes,yes,medium,no,high,no,high,high,low,medium,yes
A971,high,house,small,experienced,high,yes,no,high,yes,low,yes,medium,high,low,low,yes
A972,medium,house,medium,beginner,high,yes,no,low,yes,low,yes,medium,medium,high,low,no
A973,high,apartment,large,beginner,high,yes,yes,high,no,medium,yes,low,high,high,medium,no
A974,low,house,large,experienced,low,no,no,low,no,high,no,low,medium,low,high,yes
A975,high,apartment,small,intermediate,high,yes,yes,medium,yes,low,no,medium,low,medium,low,no
A976,high,apartment,medium,beginner,medium,yes,yes,high,no,high,no,medium,high,high,high,yes
A977,medium,apartment,large,experienced,medium,yes,no,medium,yes,low,no,low,low,high,high,no
A978,high,house,medium,beginner,high,yes,no,medium,no,high,yes,medium,high,medium,medium,no
A979,high,apartment,small,beginner,low,no,yes,medium,yes,low,no,low,low,low,high,yes
A980,high,apartment,small,intermediate,low,yes,no,low,no,medium,no,low,high,medium,low,no
A981,low,house,small,intermediate,high,yes,yes,medium,no,high,no,low,high,medium,high,yes
A982,high,house,small,experienced,medium,yes,no,medium,no,medium,no,high,high,medium,high,yes
A983,high,house,small,beginner,medium,yes,no,low,yes,low,no,low,high,high,high,yes
A984,low,apartment,medium,beginner,medium,no,yes,medium,yes,low,yes,low,medium,low,low,no
A985,high,apartment,small,intermediate,high,yes,yes,low,yes,medium,no,low,high,low,medium,yes
A986,high,apartment,medium,beginner,medium,yes,yes,medium,no,low,yes,high,low,medium,low,no
A987,high,house,medium,intermediate,low,no,yes,high,yes,medium,yes,high,low,medium,high,yes
A988,high,house,small,beginner,low,no,yes,medium,no,low,no,high,low,low,medium,no
A989,high,house,medium,experienced,high,yes,yes,medium,no,high,no,low,low,medium,high,yes
A990,high,house,large,beginner,low,no,yes,low,yes,high,yes,low,medium,high,high,yes
A991,low,house,large,intermediate,low,no,yes,low,no,medium,no,medium,low,high,low,yes
A992,high,apartment,large,experienced,low,yes,no,high,yes,medium,yes,medium,medium,high,medium,no
A993,low,apartment,large,beginner,high,yes,no,low,no,low,yes,medium,low,medium,medium,no
A994,low,house,large,experienced,low,no,no,high,yes,high,yes,medium,medium,low,high,no
A995,high,house,large,beginner,low,no,yes,low,yes,low,no,high,high,high,low,yes
A996,medium,apartment,large,beginner,high,yes,no,medium,no,high,yes,high,high,high,medium,yes
A997,high,house,medium,beginner,high,yes,no,high,no,low,no,low,low,high,medium,no
A998,low,house,large,experienced,medium,no,no,low,no,low,no,medium,medium,low,medium,yes
A999,high,apartment,large,intermediate,low,no,yes,low,no,medium,yes,high,low,high,high,yes
A1000,medium,house,large,experienced,high,no,no,medium,yes,low,yes,high,high,high,high,no
